municipio;provincia;fecha;horario;temperatura_actual;probabilidad_precipitacion;temperatura_minima;temperatura_maxima;
Valdemoro;Madrid;mié 14; ;;30% ;8;19;;
Valdemoro;Madrid;jue 15; ;;70% ;8;18;;
Valdemoro;Madrid;vie 16; ;;30% ;7;18;;
Alhaurín de la Torre;Málaga;sáb 10;18–24 h;14°C;0% ;11;21;;
Alhaurín de la Torre;Málaga;dom 11;00–06 h;13°C;0% ;12;20;;
Alhaurín de la Torre;Málaga;dom 11;06–12 h;20°C;0% ;12;20;;
Alhaurín de la Torre;Málaga;dom 11;12–18 h;15°C;0% ;12;20;;
Alhaurín de la Torre;Málaga;dom 11;18–24 h;13°C;0% ;12;20;;
Alhaurín de la Torre;Málaga;dom 11;00–12 h;;0% ;12;20;;
Alhaurín de la Torre;Málaga;lun 12;12–24 h;;20% ;11;20;;
Alhaurín de la Torre;Málaga;mar 13;00–12 h;;20% ;11;20;;
Alhaurín de la Torre;Málaga;mar 13;12–24 h;;30% ;11;20;;
Alhaurín de la Torre;Málaga;mié 14; ;;75% ;13;20;;
Alhaurín de la Torre;Málaga;jue 15; ;;80% ;14;20;;
Alhaurín de la Torre;Málaga;vie 16; ;;10% ;12;21;;
Alhaurín el Grande;Málaga;sáb 10;18–24 h;12°C;0% ;9;20;;
Alhaurín el Grande;Málaga;dom 11;00–06 h;11°C;0% ;11;20;;
Alhaurín el Grande;Málaga;dom 11;06–12 h;19°C;0% ;11;20;;
Alhaurín el Grande;Málaga;dom 11;12–18 h;14°C;0% ;11;20;;
Alhaurín el Grande;Málaga;dom 11;18–24 h;12°C;0% ;11;20;;
Alhaurín el Grande;Málaga;dom 11;00–12 h;;10% ;11;20;;
Alhaurín el Grande;Málaga;lun 12;12–24 h;;30% ;10;20;;
Alhaurín el Grande;Málaga;mar 13;00–12 h;;30% ;10;20;;
Alhaurín el Grande;Málaga;mar 13;12–24 h;;40% ;10;20;;
Alhaurín el Grande;Málaga;mié 14; ;;85% ;13;20;;
Alhaurín el Grande;Málaga;jue 15; ;;90% ;14;19;;
Alhaurín el Grande;Málaga;vie 16; ;;35% ;12;20;;
Álora;Málaga;sáb 10;18–24 h;13°C;0% ;10;21;;
Álora;Málaga;dom 11;00–06 h;13°C;0% ;11;22;;
Álora;Málaga;dom 11;06–12 h;20°C;0% ;11;22;;
Álora;Málaga;dom 11;12–18 h;14°C;0% ;11;22;;
Álora;Málaga;dom 11;18–24 h;12°C;0% ;11;22;;
Álora;Málaga;dom 11;00–12 h;;15% ;11;22;;
Álora;Málaga;lun 12;12–24 h;;35% ;10;20;;
Álora;Málaga;mar 13;00–12 h;;35% ;10;21;;
Álora;Málaga;mar 13;12–24 h;;35% ;10;21;;
Álora;Málaga;mié 14; ;;80% ;13;20;;
Álora;Málaga;jue 15; ;;90% ;13;20;;
Álora;Málaga;vie 16; ;;25% ;12;21;;
Antequera;Málaga;sáb 10;18–24 h;10°C;0% ;7;17;;
Antequera;Málaga;dom 11;00–06 h;11°C;0% ;9;20;;
Antequera;Málaga;dom 11;06–12 h;19°C;0% ;9;20;;
Antequera;Málaga;dom 11;12–18 h;13°C;0% ;9;20;;
Antequera;Málaga;dom 11;18–24 h;12°C;0% ;9;20;;
Antequera;Málaga;dom 11;00–12 h;;5% ;9;20;;
Antequera;Málaga;lun 12;12–24 h;;25% ;10;18;;
Antequera;Málaga;mar 13;00–12 h;;20% ;8;19;;
Antequera;Málaga;mar 13;12–24 h;;5% ;8;19;;
Antequera;Málaga;mié 14; ;;45% ;10;18;;
Antequera;Málaga;jue 15; ;;60% ;9;17;;
Antequera;Málaga;vie 16; ;;5% ;9;19;;
Benalmádena;Málaga;sáb 10;18–24 h;14°C;0% ;12;19;;
Benalmádena;Málaga;dom 11;00–06 h;14°C;0% ;13;19;;
Benalmádena;Málaga;dom 11;06–12 h;18°C;0% ;13;19;;
Benalmádena;Málaga;dom 11;12–18 h;16°C;0% ;13;19;;
Benalmádena;Málaga;dom 11;18–24 h;14°C;0% ;13;19;;
Benalmádena;Málaga;dom 11;00–12 h;;0% ;13;19;;
Benalmádena;Málaga;lun 12;12–24 h;;20% ;12;19;;
Benalmádena;Málaga;mar 13;00–12 h;;25% ;12;19;;
Benalmádena;Málaga;mar 13;12–24 h;;35% ;12;19;;
Benalmádena;Málaga;mié 14; ;;75% ;14;19;;
Benalmádena;Málaga;jue 15; ;;80% ;15;19;;
Benalmádena;Málaga;vie 16; ;;20% ;14;20;;
Cártama;Málaga;sáb 10;18–24 h;13°C;0% ;10;21;;
Cártama;Málaga;dom 11;00–06 h;12°C;0% ;11;21;;
Cártama;Málaga;dom 11;06–12 h;20°C;0% ;11;21;;
Cártama;Málaga;dom 11;12–18 h;14°C;0% ;11;21;;
Cártama;Málaga;dom 11;18–24 h;12°C;0% ;11;21;;
Cártama;Málaga;dom 11;00–12 h;;10% ;11;21;;
Cártama;Málaga;lun 12;12–24 h;;30% ;10;20;;
Cártama;Málaga;mar 13;00–12 h;;30% ;10;20;;
Cártama;Málaga;mar 13;12–24 h;;35% ;10;20;;
Cártama;Málaga;mié 14; ;;75% ;12;20;;
Cártama;Málaga;jue 15; ;;90% ;13;20;;
Cártama;Málaga;vie 16; ;;25% ;11;20;;
Coín;Málaga;sáb 10;18–24 h;13°C;0% ;10;22;;
Coín;Málaga;dom 11;00–06 h;12°C;0% ;11;22;;
Coín;Málaga;dom 11;06–12 h;21°C;0% ;11;22;;
Coín;Málaga;dom 11;12–18 h;14°C;0% ;11;22;;
Coín;Málaga;dom 11;18–24 h;12°C;0% ;11;22;;
Coín;Málaga;dom 11;00–12 h;;20% ;11;22;;
Coín;Málaga;lun 12;12–24 h;;40% ;11;21;;
Coín;Málaga;mar 13;00–12 h;;35% ;11;21;;
Coín;Málaga;mar 13;12–24 h;;35% ;11;21;;
Coín;Málaga;mié 14; ;;85% ;14;21;;
Coín;Málaga;jue 15; ;;95% ;15;20;;
Coín;Málaga;vie 16; ;;35% ;14;21;;
Estepona;Málaga;sáb 10;18–24 h;14°C;0% ;12;22;;
Estepona;Málaga;dom 11;00–06 h;13°C;0% ;12;20;;
Estepona;Málaga;dom 11;06–12 h;19°C;0% ;12;20;;
Estepona;Málaga;dom 11;12–18 h;17°C;0% ;12;20;;
Estepona;Málaga;dom 11;18–24 h;15°C;0% ;12;20;;
Estepona;Málaga;dom 11;00–12 h;;25% ;12;20;;
Estepona;Málaga;lun 12;12–24 h;;45% ;13;20;;
Estepona;Málaga;mar 13;00–12 h;;45% ;13;21;;
Estepona;Málaga;mar 13;12–24 h;;65% ;13;21;;
Estepona;Málaga;mié 14; ;;90% ;15;21;;
Estepona;Málaga;jue 15; ;;100% ;15;21;;
Estepona;Málaga;vie 16; ;;70% ;15;21;;
Fuengirola;Málaga;sáb 10;18–24 h;16°C;0% ;13;20;;
Fuengirola;Málaga;dom 11;00–06 h;15°C;0% ;14;19;;
Fuengirola;Málaga;dom 11;06–12 h;18°C;0% ;14;19;;
Fuengirola;Málaga;dom 11;12–18 h;17°C;0% ;14;19;;
Fuengirola;Málaga;dom 11;18–24 h;16°C;0% ;14;19;;
Fuengirola;Málaga;dom 11;00–12 h;;5% ;14;19;;
Fuengirola;Málaga;lun 12;12–24 h;;25% ;14;20;;
Fuengirola;Málaga;mar 13;00–12 h;;30% ;14;20;;
Fuengirola;Málaga;mar 13;12–24 h;;35% ;14;20;;
Fuengirola;Málaga;mié 14; ;;85% ;16;20;;
Fuengirola;Málaga;jue 15; ;;95% ;16;20;;
Fuengirola;Málaga;vie 16; ;;35% ;16;21;;
Málaga;Málaga;sáb 10;18–24 h;17°C;0% ;14;22;;
Málaga;Málaga;dom 11;00–06 h;15°C;0% ;14;21;;
Málaga;Málaga;dom 11;06–12 h;19°C;0% ;14;21;;
Málaga;Málaga;dom 11;12–18 h;16°C;0% ;14;21;;
Málaga;Málaga;dom 11;18–24 h;15°C;0% ;14;21;;
Málaga;Málaga;dom 11;00–12 h;;0% ;14;21;;
Málaga;Málaga;lun 12;12–24 h;;10% ;13;21;;
Málaga;Málaga;mar 13;00–12 h;;20% ;13;21;;
Málaga;Málaga;mar 13;12–24 h;;25% ;13;21;;
Málaga;Málaga;mié 14; ;;60% ;15;21;;
Málaga;Málaga;jue 15; ;;65% ;15;21;;
Málaga;Málaga;vie 16; ;;0% ;15;21;;
Manilva;Málaga;sáb 10;18–24 h;13°C;0% ;11;21;;
Manilva;Málaga;dom 11;00–06 h;12°C;0% ;12;20;;
Manilva;Málaga;dom 11;06–12 h;19°C;0% ;12;20;;
Manilva;Málaga;dom 11;12–18 h;15°C;0% ;12;20;;
Manilva;Málaga;dom 11;18–24 h;13°C;0% ;12;20;;
Manilva;Málaga;dom 11;00–12 h;;55% ;12;20;;
Manilva;Málaga;lun 12;12–24 h;;65% ;12;19;;
Manilva;Málaga;mar 13;00–12 h;;45% ;11;19;;
Manilva;Málaga;mar 13;12–24 h;;50% ;11;19;;
Manilva;Málaga;mié 14; ;;95% ;15;19;;
Manilva;Málaga;jue 15; ;;100% ;15;19;;
Manilva;Málaga;vie 16; ;;65% ;16;19;;
Marbella;Málaga;sáb 10;18–24 h;16°C;0% ;13;21;;
Marbella;Málaga;dom 11;00–06 h;15°C;0% ;14;19;;
Marbella;Málaga;dom 11;06–12 h;18°C;0% ;14;19;;
Marbella;Málaga;dom 11;12–18 h;17°C;0% ;14;19;;
Marbella;Málaga;dom 11;18–24 h;16°C;0% ;14;19;;
Marbella;Málaga;dom 11;00–12 h;;20% ;14;19;;
Marbella;Málaga;lun 12;12–24 h;;40% ;15;20;;
Marbella;Málaga;mar 13;00–12 h;;40% ;15;21;;
Marbella;Málaga;mar 13;12–24 h;;60% ;15;21;;
Marbella;Málaga;mié 14; ;;90% ;15;21;;
Marbella;Málaga;jue 15; ;;100% ;16;20;;
Marbella;Málaga;vie 16; ;;70% ;17;21;;
Mijas;Málaga;sáb 10;18–24 h;13°C;0% ;10;19;;
Mijas;Málaga;dom 11;00–06 h;13°C;0% ;12;19;;
Mijas;Málaga;dom 11;06–12 h;18°C;0% ;12;19;;
Mijas;Málaga;dom 11;12–18 h;15°C;0% ;12;19;;
Mijas;Málaga;dom 11;18–24 h;13°C;0% ;12;19;;
Mijas;Málaga;dom 11;00–12 h;;0% ;12;19;;
Mijas;Málaga;lun 12;12–24 h;;20% ;11;18;;
Mijas;Málaga;mar 13;00–12 h;;25% ;11;18;;
Mijas;Málaga;mar 13;12–24 h;;35% ;11;18;;
Mijas;Málaga;mié 14; ;;75% ;13;18;;
Mijas;Málaga;jue 15; ;;90% ;14;18;;
Mijas;Málaga;vie 16; ;;25% ;13;19;;
Nerja;Málaga;sáb 10;18–24 h;15°C;0% ;13;21;;
Nerja;Málaga;dom 11;00–06 h;15°C;0% ;14;20;;
Nerja;Málaga;dom 11;06–12 h;19°C;0% ;14;20;;
Nerja;Málaga;dom 11;12–18 h;16°C;0% ;14;20;;
Nerja;Málaga;dom 11;18–24 h;15°C;0% ;14;20;;
Nerja;Málaga;dom 11;00–12 h;;0% ;14;20;;
Nerja;Málaga;lun 12;12–24 h;;0% ;14;21;;
Nerja;Málaga;mar 13;00–12 h;;0% ;14;20;;
Nerja;Málaga;mar 13;12–24 h;;5% ;14;20;;
Nerja;Málaga;mié 14; ;;35% ;15;20;;
Nerja;Málaga;jue 15; ;;50% ;14;20;;
Nerja;Málaga;vie 16; ;;0% ;14;20;;
Pizarra;Málaga;sáb 10;18–24 h;13°C;0% ;10;23;;
Pizarra;Málaga;dom 11;00–06 h;12°C;0% ;11;23;;
Pizarra;Málaga;dom 11;06–12 h;22°C;0% ;11;23;;
Pizarra;Málaga;dom 11;12–18 h;14°C;0% ;11;23;;
Pizarra;Málaga;dom 11;18–24 h;12°C;0% ;11;23;;
Pizarra;Málaga;dom 11;00–12 h;;15% ;11;23;;
Pizarra;Málaga;lun 12;12–24 h;;35% ;10;22;;
Pizarra;Málaga;mar 13;00–12 h;;30% ;10;22;;
Pizarra;Málaga;mar 13;12–24 h;;35% ;10;22;;
Pizarra;Málaga;mié 14; ;;75% ;13;21;;
Pizarra;Málaga;jue 15; ;;90% ;14;21;;
Pizarra;Málaga;vie 16; ;;20% ;12;22;;
Rincón de la Victoria;Málaga;sáb 10;18–24 h;16°C;0% ;14;24;;
Rincón de la Victoria;Málaga;dom 11;00–06 h;14°C;0% ;13;22;;
Rincón de la Victoria;Málaga;dom 11;06–12 h;20°C;0% ;13;22;;
Rincón de la Victoria;Málaga;dom 11;12–18 h;17°C;0% ;13;22;;
Rincón de la Victoria;Málaga;dom 11;18–24 h;15°C;0% ;13;22;;
Rincón de la Victoria;Málaga;dom 11;00–12 h;;0% ;13;22;;
Rincón de la Victoria;Málaga;lun 12;12–24 h;;0% ;13;23;;
Rincón de la Victoria;Málaga;mar 13;00–12 h;;5% ;14;23;;
Rincón de la Victoria;Málaga;mar 13;12–24 h;;10% ;14;23;;
Rincón de la Victoria;Málaga;mié 14; ;;40% ;15;23;;
Rincón de la Victoria;Málaga;jue 15; ;;55% ;15;23;;
Rincón de la Victoria;Málaga;vie 16; ;;0% ;15;24;;
Ronda;Málaga;sáb 10;18–24 h;9°C;0% ;7;16;;
Ronda;Málaga;dom 11;00–06 h;10°C;0% ;9;19;;
Ronda;Málaga;dom 11;06–12 h;18°C;0% ;9;19;;
Ronda;Málaga;dom 11;12–18 h;12°C;0% ;9;19;;
Ronda;Málaga;dom 11;18–24 h;10°C;0% ;9;19;;
Ronda;Málaga;dom 11;00–12 h;;50% ;9;19;;
Ronda;Málaga;lun 12;12–24 h;;60% ;9;17;;
Ronda;Málaga;mar 13;00–12 h;;45% ;8;17;;
Ronda;Málaga;mar 13;12–24 h;;20% ;8;17;;
Ronda;Málaga;mié 14; ;;80% ;12;15;;
Ronda;Málaga;jue 15; ;;90% ;11;15;;
Ronda;Málaga;vie 16; ;;30% ;11;16;;
Torremolinos;Málaga;sáb 10;18–24 h;15°C;0% ;13;21;;
Torremolinos;Málaga;dom 11;00–06 h;15°C;0% ;14;20;;
Torremolinos;Málaga;dom 11;06–12 h;19°C;0% ;14;20;;
Torremolinos;Málaga;dom 11;12–18 h;15°C;0% ;14;20;;
Torremolinos;Málaga;dom 11;18–24 h;15°C;0% ;14;20;;
Torremolinos;Málaga;dom 11;00–12 h;;0% ;14;20;;
Torremolinos;Málaga;lun 12;12–24 h;;15% ;14;21;;
Torremolinos;Málaga;mar 13;00–12 h;;25% ;13;21;;
Torremolinos;Málaga;mar 13;12–24 h;;25% ;13;21;;
Torremolinos;Málaga;mié 14; ;;70% ;14;21;;
Torremolinos;Málaga;jue 15; ;;80% ;16;20;;
Torremolinos;Málaga;vie 16; ;;15% ;14;21;;
Torrox;Málaga;sáb 10;18–24 h;14°C;0% ;12;22;;
Torrox;Málaga;dom 11;00–06 h;14°C;0% ;13;21;;
Torrox;Málaga;dom 11;06–12 h;20°C;0% ;13;21;;
Torrox;Málaga;dom 11;12–18 h;16°C;0% ;13;21;;
Torrox;Málaga;dom 11;18–24 h;14°C;0% ;13;21;;
Torrox;Málaga;dom 11;00–12 h;;0% ;13;21;;
Torrox;Málaga;lun 12;12–24 h;;0% ;13;21;;
Torrox;Málaga;mar 13;00–12 h;;0% ;13;21;;
Torrox;Málaga;mar 13;12–24 h;;10% ;13;21;;
Torrox;Málaga;mié 14; ;;35% ;14;21;;
Torrox;Málaga;jue 15; ;;50% ;13;21;;
Torrox;Málaga;vie 16; ;;0% ;13;22;;
Vélez-Málaga;Málaga;sáb 10;18–24 h;14°C;0% ;11;24;;
Vélez-Málaga;Málaga;dom 11;00–06 h;12°C;0% ;12;22;;
Vélez-Málaga;Málaga;dom 11;06–12 h;21°C;0% ;12;22;;
Vélez-Málaga;Málaga;dom 11;12–18 h;16°C;0% ;12;22;;
Vélez-Málaga;Málaga;dom 11;18–24 h;14°C;0% ;12;22;;
Vélez-Málaga;Málaga;dom 11;00–12 h;;0% ;12;22;;
Vélez-Málaga;Málaga;lun 12;12–24 h;;0% ;12;23;;
Vélez-Málaga;Málaga;mar 13;00–12 h;;5% ;12;23;;
Vélez-Málaga;Málaga;mar 13;12–24 h;;15% ;12;23;;
Vélez-Málaga;Málaga;mié 14; ;;45% ;13;23;;
Vélez-Málaga;Málaga;jue 15; ;;55% ;12;23;;
Vélez-Málaga;Málaga;vie 16; ;;0% ;12;24;;
Melilla;Melilla;sáb 10;18–24 h;15°C;0% ;14;20;;
Melilla;Melilla;dom 11;00–06 h;14°C;0% ;13;20;;
Melilla;Melilla;dom 11;06–12 h;19°C;0% ;13;20;;
Melilla;Melilla;dom 11;12–18 h;17°C;0% ;13;20;;
Melilla;Melilla;dom 11;18–24 h;15°C;0% ;13;20;;
Melilla;Melilla;dom 11;00–12 h;;0% ;13;20;;
Melilla;Melilla;lun 12;12–24 h;;0% ;13;20;;
Melilla;Melilla;mar 13;00–12 h;;5% ;15;20;;
Melilla;Melilla;mar 13;12–24 h;;35% ;15;20;;
Melilla;Melilla;mié 14; ;;85% ;15;21;;
Melilla;Melilla;jue 15; ;;5% ;14;20;;
Melilla;Melilla;vie 16; ;;25% ;16;20;;
Águilas;Murcia;sáb 10;18–24 h;15°C;0% ;12;21;;
Águilas;Murcia;dom 11;00–06 h;14°C;0% ;14;21;;
Águilas;Murcia;dom 11;06–12 h;20°C;0% ;14;21;;
Águilas;Murcia;dom 11;12–18 h;18°C;0% ;14;21;;
Águilas;Murcia;dom 11;18–24 h;16°C;0% ;14;21;;
Águilas;Murcia;dom 11;00–12 h;;0% ;14;21;;
Águilas;Murcia;lun 12;12–24 h;;0% ;14;21;;
Águilas;Murcia;mar 13;00–12 h;;0% ;16;22;;
Águilas;Murcia;mar 13;12–24 h;;15% ;16;22;;
Águilas;Murcia;mié 14; ;;100% ;16;21;;
Águilas;Murcia;jue 15; ;;100% ;16;20;;
Águilas;Murcia;vie 16; ;;55% ;16;20;;
Alcantarilla;Murcia;sáb 10;18–24 h;13°C;0% ;9;23;;
Alcantarilla;Murcia;dom 11;00–06 h;12°C;0% ;11;24;;
Alcantarilla;Murcia;dom 11;06–12 h;22°C;0% ;11;24;;
Alcantarilla;Murcia;dom 11;12–18 h;16°C;0% ;11;24;;
Alcantarilla;Murcia;dom 11;18–24 h;12°C;0% ;11;24;;
Alcantarilla;Murcia;dom 11;00–12 h;;0% ;11;24;;
Alcantarilla;Murcia;lun 12;12–24 h;;0% ;10;23;;
Alcantarilla;Murcia;mar 13;00–12 h;;0% ;12;24;;
Alcantarilla;Murcia;mar 13;12–24 h;;0% ;12;24;;
Alcantarilla;Murcia;mié 14; ;;100% ;12;21;;
Alcantarilla;Murcia;jue 15; ;;100% ;13;19;;
Alcantarilla;Murcia;vie 16; ;;80% ;13;20;;
Alhama de Murcia;Murcia;sáb 10;18–24 h;12°C;0% ;8;24;;
Alhama de Murcia;Murcia;dom 11;00–06 h;12°C;0% ;10;23;;
Alhama de Murcia;Murcia;dom 11;06–12 h;22°C;0% ;10;23;;
Alhama de Murcia;Murcia;dom 11;12–18 h;15°C;0% ;10;23;;
Alhama de Murcia;Murcia;dom 11;18–24 h;13°C;0% ;10;23;;
Alhama de Murcia;Murcia;dom 11;00–12 h;;0% ;10;23;;
Alhama de Murcia;Murcia;lun 12;12–24 h;;0% ;9;23;;
Alhama de Murcia;Murcia;mar 13;00–12 h;;5% ;11;22;;
Alhama de Murcia;Murcia;mar 13;12–24 h;;0% ;11;22;;
Alhama de Murcia;Murcia;mié 14; ;;100% ;12;20;;
Alhama de Murcia;Murcia;jue 15; ;;100% ;13;18;;
Alhama de Murcia;Murcia;vie 16; ;;80% ;13;18;;
Archena;Murcia;sáb 10;18–24 h;14°C;0% ;10;22;;
Archena;Murcia;dom 11;00–06 h;13°C;0% ;12;23;;
Archena;Murcia;dom 11;06–12 h;22°C;0% ;12;23;;
Archena;Murcia;dom 11;12–18 h;17°C;0% ;12;23;;
Archena;Murcia;dom 11;18–24 h;14°C;0% ;12;23;;
Archena;Murcia;dom 11;00–12 h;;0% ;12;23;;
Archena;Murcia;lun 12;12–24 h;;0% ;12;22;;
Archena;Murcia;mar 13;00–12 h;;0% ;12;23;;
Archena;Murcia;mar 13;12–24 h;;0% ;12;23;;
Archena;Murcia;mié 14; ;;100% ;13;21;;
Archena;Murcia;jue 15; ;;100% ;13;19;;
Archena;Murcia;vie 16; ;;85% ;13;19;;
Caravaca de la Cruz;Murcia;sáb 10;18–24 h;10°C;0% ;8;21;;
Caravaca de la Cruz;Murcia;dom 11;00–06 h;8°C;0% ;8;21;;
Caravaca de la Cruz;Murcia;dom 11;06–12 h;20°C;0% ;8;21;;
Caravaca de la Cruz;Murcia;dom 11;12–18 h;14°C;0% ;8;21;;
Caravaca de la Cruz;Murcia;dom 11;18–24 h;10°C;0% ;8;21;;
Caravaca de la Cruz;Murcia;dom 11;00–12 h;;0% ;8;21;;
Caravaca de la Cruz;Murcia;lun 12;12–24 h;;0% ;7;20;;
Caravaca de la Cruz;Murcia;mar 13;00–12 h;;0% ;8;19;;
Caravaca de la Cruz;Murcia;mar 13;12–24 h;;5% ;8;19;;
Caravaca de la Cruz;Murcia;mié 14; ;;100% ;10;17;;
Caravaca de la Cruz;Murcia;jue 15; ;;100% ;10;16;;
Caravaca de la Cruz;Murcia;vie 16; ;;90% ;10;16;;
Cartagena;Murcia;sáb 10;18–24 h;14°C;0% ;12;20;;
Cartagena;Murcia;dom 11;00–06 h;13°C;0% ;13;20;;
Cartagena;Murcia;dom 11;06–12 h;19°C;0% ;13;20;;
Cartagena;Murcia;dom 11;12–18 h;17°C;0% ;13;20;;
Cartagena;Murcia;dom 11;18–24 h;14°C;0% ;13;20;;
Cartagena;Murcia;dom 11;00–12 h;;0% ;13;20;;
Cartagena;Murcia;lun 12;12–24 h;;0% ;12;20;;
Cartagena;Murcia;mar 13;00–12 h;;0% ;14;20;;
Cartagena;Murcia;mar 13;12–24 h;;0% ;14;20;;
Cartagena;Murcia;mié 14; ;;95% ;16;20;;
Cartagena;Murcia;jue 15; ;;95% ;15;19;;
Cartagena;Murcia;vie 16; ;;65% ;15;19;;
Cieza;Murcia;sáb 10;18–24 h;11°C;0% ;9;21;;
Cieza;Murcia;dom 11;00–06 h;9°C;0% ;8;23;;
Cieza;Murcia;dom 11;06–12 h;21°C;0% ;8;23;;
Cieza;Murcia;dom 11;12–18 h;16°C;0% ;8;23;;
Cieza;Murcia;dom 11;18–24 h;12°C;0% ;8;23;;
Cieza;Murcia;dom 11;00–12 h;;0% ;8;23;;
Cieza;Murcia;lun 12;12–24 h;;0% ;10;22;;
Cieza;Murcia;mar 13;00–12 h;;5% ;10;23;;
Cieza;Murcia;mar 13;12–24 h;;0% ;10;23;;
Cieza;Murcia;mié 14; ;;95% ;11;21;;
Cieza;Murcia;jue 15; ;;100% ;11;19;;
Cieza;Murcia;vie 16; ;;85% ;10;19;;
Jumilla;Murcia;sáb 10;18–24 h;10°C;0% ;8;19;;
Jumilla;Murcia;dom 11;00–06 h;9°C;0% ;8;21;;
Jumilla;Murcia;dom 11;06–12 h;19°C;0% ;8;21;;
Jumilla;Murcia;dom 11;12–18 h;14°C;0% ;8;21;;
Jumilla;Murcia;dom 11;18–24 h;10°C;0% ;8;21;;
Jumilla;Murcia;dom 11;00–12 h;;0% ;8;21;;
Jumilla;Murcia;lun 12;12–24 h;;0% ;7;21;;
Jumilla;Murcia;mar 13;00–12 h;;0% ;10;20;;
Jumilla;Murcia;mar 13;12–24 h;;0% ;10;20;;
Jumilla;Murcia;mié 14; ;;90% ;11;20;;
Jumilla;Murcia;jue 15; ;;100% ;10;18;;
Jumilla;Murcia;vie 16; ;;80% ;10;18;;
Lorca;Murcia;sáb 10;18–24 h;12°C;0% ;8;23;;
Lorca;Murcia;dom 11;00–06 h;11°C;0% ;10;22;;
Lorca;Murcia;dom 11;06–12 h;21°C;0% ;10;22;;
Lorca;Murcia;dom 11;12–18 h;15°C;0% ;10;22;;
Lorca;Murcia;dom 11;18–24 h;12°C;0% ;10;22;;
Lorca;Murcia;dom 11;00–12 h;;0% ;10;22;;
Lorca;Murcia;lun 12;12–24 h;;0% ;8;22;;
Lorca;Murcia;mar 13;00–12 h;;0% ;10;20;;
Lorca;Murcia;mar 13;12–24 h;;5% ;10;20;;
Lorca;Murcia;mié 14; ;;100% ;12;18;;
Lorca;Murcia;jue 15; ;;100% ;13;17;;
Lorca;Murcia;vie 16; ;;80% ;13;17;;
Mazarrón;Murcia;sáb 10;18–24 h;13°C;0% ;10;21;;
Mazarrón;Murcia;dom 11;00–06 h;12°C;0% ;11;21;;
Mazarrón;Murcia;dom 11;06–12 h;21°C;0% ;11;21;;
Mazarrón;Murcia;dom 11;12–18 h;16°C;0% ;11;21;;
Mazarrón;Murcia;dom 11;18–24 h;13°C;0% ;11;21;;
Mazarrón;Murcia;dom 11;00–12 h;;0% ;11;21;;
Mazarrón;Murcia;lun 12;12–24 h;;0% ;10;21;;
Mazarrón;Murcia;mar 13;00–12 h;;5% ;14;22;;
Mazarrón;Murcia;mar 13;12–24 h;;0% ;14;22;;
Mazarrón;Murcia;mié 14; ;;95% ;15;21;;
Mazarrón;Murcia;jue 15; ;;100% ;14;19;;
Mazarrón;Murcia;vie 16; ;;65% ;14;20;;
Molina de Segura;Murcia;sáb 10;18–24 h;13°C;0% ;9;22;;
Molina de Segura;Murcia;dom 11;00–06 h;12°C;0% ;11;24;;
Molina de Segura;Murcia;dom 11;06–12 h;22°C;0% ;11;24;;
Molina de Segura;Murcia;dom 11;12–18 h;16°C;0% ;11;24;;
Molina de Segura;Murcia;dom 11;18–24 h;12°C;0% ;11;24;;
Molina de Segura;Murcia;dom 11;00–12 h;;0% ;11;24;;
Molina de Segura;Murcia;lun 12;12–24 h;;0% ;11;23;;
Molina de Segura;Murcia;mar 13;00–12 h;;0% ;12;24;;
Molina de Segura;Murcia;mar 13;12–24 h;;0% ;12;24;;
Molina de Segura;Murcia;mié 14; ;;100% ;12;21;;
Molina de Segura;Murcia;jue 15; ;;100% ;13;19;;
Molina de Segura;Murcia;vie 16; ;;85% ;13;19;;
Mula;Murcia;sáb 10;18–24 h;12°C;0% ;8;22;;
Mula;Murcia;dom 11;00–06 h;10°C;0% ;10;22;;
Mula;Murcia;dom 11;06–12 h;21°C;0% ;10;22;;
Mula;Murcia;dom 11;12–18 h;16°C;0% ;10;22;;
Mula;Murcia;dom 11;18–24 h;13°C;0% ;10;22;;
Mula;Murcia;dom 11;00–12 h;;0% ;10;22;;
Mula;Murcia;lun 12;12–24 h;;0% ;10;21;;
Mula;Murcia;mar 13;00–12 h;;5% ;11;21;;
Mula;Murcia;mar 13;12–24 h;;0% ;11;21;;
Mula;Murcia;mié 14; ;;100% ;12;19;;
Mula;Murcia;jue 15; ;;100% ;12;17;;
Mula;Murcia;vie 16; ;;80% ;12;17;;
Murcia;Murcia;sáb 10;18–24 h;14°C;0% ;9;23;;
Murcia;Murcia;dom 11;00–06 h;12°C;0% ;11;24;;
Murcia;Murcia;dom 11;06–12 h;23°C;0% ;11;24;;
Murcia;Murcia;dom 11;12–18 h;16°C;0% ;11;24;;
Murcia;Murcia;dom 11;18–24 h;13°C;0% ;11;24;;
Murcia;Murcia;dom 11;00–12 h;;0% ;11;24;;
Murcia;Murcia;lun 12;12–24 h;;0% ;10;23;;
Murcia;Murcia;mar 13;00–12 h;;5% ;12;24;;
Murcia;Murcia;mar 13;12–24 h;;0% ;12;24;;
Murcia;Murcia;mié 14; ;;100% ;12;21;;
Murcia;Murcia;jue 15; ;;100% ;13;19;;
Murcia;Murcia;vie 16; ;;85% ;13;20;;
San Javier;Murcia;sáb 10;18–24 h;13°C;0% ;9;22;;
San Javier;Murcia;dom 11;00–06 h;11°C;0% ;10;22;;
